LOAN_ID,CUSTOMER_ID,LOAN_AMOUNT,INTEREST_RATE,LOAN_TERM,DISBURSAL_DATE,REPAYMENT_START_DATE,REPAYMENT_END_DATE,LOAN_STATUS,OVERDUE_AMOUNT,EMI_AMOUNT,COLLATERAL_DETAILS,DEFAULT_FLAG,REGION
L050448,C004862,1121262,10.84,48,2020-10-04,2020-11-04,2024-10-04,Closed,14272,50388,Vehicle,0,West
L050449,C044036,3040697,10.52,24,2021-06-11,2021-07-11,2023-06-11,Closed,0,39734,Vehicle,0,North
L050450,C028825,3702731,9.18,36,2023-12-06,2024-01-06,2026-12-06,Active,0,83988,Property,0,North
L050451,C065345,3748458,10.81,48,2021-11-14,2021-12-14,2025-11-14,Closed,29340,87530,Property,0,West
L050452,C065702,3333259,10.91,12,2021-05-28,2021-06-28,2022-05-28,Closed,0,65371,Property,0,Northeast
L050453,C067893,2195069,9.82,36,2022-06-11,2022-07-11,2025-06-11,Overdue,42477,10832,Vehicle,0,South
L050454,C039638,2069954,8.65,24,2022-02-06,2022-03-06,2024-02-06,Active,20048,14351,Property,0,North
L050455,C022972,4265525,13.05,36,2023-02-24,2023-03-24,2026-02-24,Active,12933,47552,Property,0,South
L050456,C026290,563232,9.92,48,2021-01-14,2021-02-14,2025-01-14,Active,0,23374,Vehicle,1,North
L050457,C053333,253577,9.14,24,2021-02-08,2021-03-08,2023-02-08,Active,0,55980,Property,0,South
L050458,C040016,3719515,8.69,48,2020-06-12,2020-07-12,2024-06-12,Active,0,18036,Property,0,Central
L050459,C029195,958138,7.54,24,2020-03-31,2020-04-30,2022-03-31,Closed,8920,26204,Property,0,Northeast
L050460,C021581,4422839,9.18,24,2023-06-03,2023-07-03,2025-06-03,Overdue,16299,69153,Property,0,Central
L050461,C042929,2279559,8.93,36,2023-08-07,2023-09-07,2026-08-07,Closed,0,92877,Property,0,North
L050462,C000059,1845249,8.77,48,2021-10-08,2021-11-08,2025-10-08,Overdue,0,2201,Property,0,Northeast
L050463,C036259,4603093,8.4,36,2022-07-28,2022-08-28,2025-07-28,Closed,0,56493,Property,1,South
L050464,C012445,1121183,10.81,36,2020-11-04,2020-12-04,2023-11-04,Closed,0,42426,Vehicle,0,East
L050465,C034202,1389309,12.3,60,2021-05-25,2021-06-25,2026-05-25,Active,47498,4600,Vehicle,0,North
L050466,C066025,2531613,14.98,60,2024-08-05,2024-09-05,2029-08-05,Closed,42414,75156,Property,0,East
L050467,C021608,171092,12.14,12,2020-03-01,2020-04-01,2021-03-01,Closed,0,8680,Property,0,East
L050468,C053572,2807332,11.81,36,2024-04-06,2024-05-06,2027-04-06,Active,43029,40301,Vehicle,0,North
L050469,C000885,3015478,7.19,36,2022-02-19,2022-03-19,2025-02-19,Overdue,45750,83806,Property,0,North
L050470,C065917,3625989,12.25,48,2023-09-13,2023-10-13,2027-09-13,Closed,16521,76314,Vehicle,0,North
L050471,C065657,4290034,8.92,48,2022-11-23,2022-12-23,2026-11-23,Overdue,0,53091,Property,0,Central
L050472,C054177,3459091,9.93,12,2022-08-23,2022-09-23,2023-08-23,Overdue,0,9257,Vehicle,1,Northeast
L050473,C011777,559771,7.75,12,2022-07-15,2022-08-15,2023-07-15,Active,0,59128,Vehicle,0,West
L050474,C003812,1762579,13.74,60,2024-09-22,2024-10-22,2029-09-22,Overdue,5892,17274,Vehicle,0,West
L050475,C008970,1733012,14.62,12,2021-08-07,2021-09-07,2022-08-07,Overdue,24642,22844,Vehicle,0,Central
L050476,C030870,2484623,7.97,48,2024-03-02,2024-04-02,2028-03-02,Overdue,0,19872,Vehicle,0,Central
L050477,C026824,3022928,11.77,36,2021-05-14,2021-06-14,2024-05-14,Active,0,66037,Vehicle,0,West
L050478,C051323,4706459,11.47,24,2023-01-25,2023-02-25,2025-01-25,Closed,4291,18621,Property,0,East
L050479,C051773,1550339,9.77,12,2024-06-22,2024-07-22,2025-06-22,Active,2202,17412,Property,0,East
L050480,C033639,1360503,13.15,48,2024-06-02,2024-07-02,2028-06-02,Overdue,0,76482,Property,0,South
L050481,C003445,3622486,12.17,60,2022-04-28,2022-05-28,2027-04-28,Active,0,78446,Property,1,Central
L050482,C045874,4765188,13.64,60,2021-08-19,2021-09-19,2026-08-19,Active,41882,28262,Property,0,North
L050483,C018502,3408198,7.84,12,2021-04-21,2021-05-21,2022-04-21,Overdue,31876,11793,Vehicle,0,North
L050484,C017924,4314207,11.98,12,2020-03-11,2020-04-11,2021-03-11,Closed,21536,97430,Property,0,South
L050485,C002347,3261509,8.39,36,2020-10-17,2020-11-17,2023-10-17,Closed,11562,26092,Vehicle,1,Central
L050486,C026469,181228,9.99,24,2022-04-16,2022-05-16,2024-04-16,Active,1940,25785,Vehicle,0,North
L050487,C031567,4673251,11.65,12,2024-01-18,2024-02-18,2025-01-18,Active,48459,25721,Property,0,East
L050488,C035956,4489127,9.73,12,2024-07-03,2024-08-03,2025-07-03,Closed,34901,14180,Vehicle,0,East
L050489,C053613,841194,12.64,36,2023-07-04,2023-08-04,2026-07-04,Active,45207,79113,Property,1,North
L050490,C011337,1315916,12.9,36,2020-07-04,2020-08-04,2023-07-04,Active,7523,70610,Property,0,East
L050491,C064678,4975272,7.19,60,2023-03-14,2023-04-14,2028-03-14,Active,0,46527,Vehicle,0,South
L050492,C068167,2285596,11.49,24,2024-02-18,2024-03-18,2026-02-18,Closed,9517,67306,Property,0,West
L050493,C035160,1627640,13.51,48,2021-05-18,2021-06-18,2025-05-18,Overdue,23220,41101,Property,0,North
L050494,C000704,4277763,14.6,36,2020-05-30,2020-06-30,2023-05-30,Active,12076,24217,Property,0,South
L050495,C050431,913072,10.26,36,2020-02-28,2020-03-28,2023-02-28,Active,0,51143,Vehicle,0,Central
L050496,C037463,2916794,10.7,60,2020-05-05,2020-06-05,2025-05-05,Active,18982,42207,Property,1,South
L050497,C003071,208747,14.49,36,2020-09-18,2020-10-18,2023-09-18,Overdue,40661,51188,Property,0,Central
L050498,C010765,3251680,12.61,36,2020-04-21,2020-05-21,2023-04-21,Active,33334,53303,Property,0,Northeast
L050499,C001496,3209089,7.93,24,2022-03-03,2022-04-03,2024-03-03,Overdue,0,45075,Property,0,Northeast
L050500,C037052,1364745,10.89,36,2022-10-06,2022-11-06,2025-10-06,Active,1453,89884,Property,1,East
L050501,C005144,590466,14.3,60,2024-04-10,2024-05-10,2029-04-10,Closed,0,97663,Property,0,South
L050502,C060371,3109668,10.56,48,2021-09-10,2021-10-10,2025-09-10,Closed,0,39170,Property,0,East
L050503,C031434,1765370,11.1,24,2020-09-06,2020-10-06,2022-09-06,Active,21755,75532,Property,0,South
L050504,C018413,756806,14.32,12,2022-03-03,2022-04-03,2023-03-03,Active,45972,8997,Property,0,Central
L050505,C038693,3867938,11.82,12,2022-10-07,2022-11-07,2023-10-07,Active,0,63878,Property,0,North
L050506,C014886,379939,12.74,60,2021-04-28,2021-05-28,2026-04-28,Closed,35493,24612,Vehicle,0,Central
L050507,C015410,2071110,8.09,48,2021-03-15,2021-04-15,2025-03-15,Active,7926,28658,Vehicle,0,East
L050508,C034769,2603802,14.42,24,2020-11-14,2020-12-14,2022-11-14,Overdue,0,76012,Property,0,Central
L050509,C058033,114922,13.94,24,2023-03-09,2023-04-09,2025-03-09,Active,32079,41022,Property,0,South
L050510,C038754,2483038,11.81,24,2024-11-28,2024-12-28,2026-11-28,Active,0,47614,Property,0,Northeast
L050511,C037841,1340325,13.85,12,2020-03-23,2020-04-23,2021-03-23,Overdue,0,13115,Property,0,East
L050512,C000996,3011628,8.37,24,2021-09-08,2021-10-08,2023-09-08,Overdue,0,44521,Vehicle,1,Northeast
L050513,C038295,2683768,11.8,48,2024-10-16,2024-11-16,2028-10-16,Closed,31872,89742,Property,0,West
L050514,C032943,2196463,13.15,12,2024-12-11,2025-01-11,2025-12-11,Overdue,35587,65864,Property,0,Central
L050515,C064705,1614455,10.77,48,2022-06-05,2022-07-05,2026-06-05,Overdue,9437,53848,Property,0,West
L050516,C053403,2976506,14.64,36,2024-04-05,2024-05-05,2027-04-05,Overdue,37835,9746,Vehicle,0,Northeast
L050517,C051259,2363295,10.19,36,2020-11-08,2020-12-08,2023-11-08,Closed,47329,2403,Property,0,East
L050518,C019564,3407371,10.68,12,2024-10-10,2024-11-10,2025-10-10,Closed,26732,27365,Vehicle,0,East
L050519,C049773,1738116,8.83,12,2022-10-16,2022-11-16,2023-10-16,Overdue,0,91559,Property,1,West
L050520,C031422,1966360,12.59,36,2021-06-25,2021-07-25,2024-06-25,Closed,31968,10112,Vehicle,0,West
L050521,C065983,4481973,10.33,36,2022-03-10,2022-04-10,2025-03-10,Closed,0,50759,Property,0,Central
L050522,C010554,3832323,10.8,48,2023-02-10,2023-03-10,2027-02-10,Active,0,24620,Vehicle,0,North
L050523,C030651,2572000,13.27,60,2024-05-05,2024-06-05,2029-05-05,Overdue,0,14812,Property,0,South
L050524,C037182,4315858,11.47,24,2022-06-03,2022-07-03,2024-06-03,Active,14688,32172,Vehicle,1,West
L050525,C020780,3150516,13.02,60,2024-05-05,2024-06-05,2029-05-05,Closed,41432,44781,Property,0,Northeast
L050526,C011926,2867166,10.03,24,2021-06-11,2021-07-11,2023-06-11,Overdue,0,98668,Property,0,East
L050527,C044176,2288275,10.96,24,2023-01-19,2023-02-19,2025-01-19,Closed,2859,30825,Property,0,North
L050528,C048382,4886681,7.2,24,2021-03-22,2021-04-22,2023-03-22,Active,1018,20490,Property,1,East
L050529,C034602,2072143,14.91,48,2023-05-03,2023-06-03,2027-05-03,Closed,26648,9468,Vehicle,0,South
L050530,C030654,1336623,9.76,24,2024-05-23,2024-06-23,2026-05-23,Closed,15945,90855,Property,0,North
L050531,C018221,1673492,14.17,36,2023-03-18,2023-04-18,2026-03-18,Overdue,24739,22329,Property,0,East
L050532,C063879,1419348,7.89,12,2020-02-29,2020-03-29,2021-02-28,Active,0,81515,Property,0,North
L050533,C050705,4652476,10.57,36,2020-04-30,2020-05-30,2023-04-30,Overdue,39072,69516,Property,0,East
L050534,C054192,2412406,13.0,24,2020-10-06,2020-11-06,2022-10-06,Active,0,36960,Property,0,North
L050535,C058948,4862537,11.6,60,2020-01-30,2020-02-29,2025-01-30,Overdue,0,8588,Property,0,West
L050536,C039031,1199265,14.22,60,2023-12-02,2024-01-02,2028-12-02,Active,0,62518,Property,0,East
L050537,C020187,2852821,12.72,24,2023-12-28,2024-01-28,2025-12-28,Active,35245,83858,Vehicle,0,South
L050538,C052794,120233,13.1,60,2024-03-31,2024-04-30,2029-03-31,Active,43917,11072,Property,1,Central
L050539,C013119,3369364,14.27,36,2024-11-08,2024-12-08,2027-11-08,Closed,0,49696,Vehicle,0,Central
L050540,C052260,1331803,11.74,60,2020-05-12,2020-06-12,2025-05-12,Active,0,11964,Property,0,South
L050541,C031305,1288404,8.92,24,2022-06-24,2022-07-24,2024-06-24,Active,49766,89732,Property,0,West
L050542,C063497,2483930,9.68,24,2023-10-26,2023-11-26,2025-10-26,Closed,0,25401,Property,0,Central
L050543,C008832,844680,11.84,48,2022-11-04,2022-12-04,2026-11-04,Overdue,37357,86268,Property,0,West
L050544,C005171,661354,14.28,60,2024-03-14,2024-04-14,2029-03-14,Overdue,18263,65090,Property,0,East
L050545,C044056,3103620,14.47,60,2022-05-19,2022-06-19,2027-05-19,Closed,0,86164,Property,0,Central
L050546,C053680,4702958,14.82,24,2020-02-21,2020-03-21,2022-02-21,Overdue,46879,83704,Property,0,North
L050547,C010796,1571230,13.34,36,2024-03-09,2024-04-09,2027-03-09,Active,20470,63606,Property,0,Central
L050548,C052650,4469749,7.87,12,2023-02-07,2023-03-07,2024-02-07,Active,42469,23500,Property,0,East
L050549,C032198,2400093,9.77,12,2022-02-11,2022-03-11,2023-02-11,Overdue,0,28840,Property,0,West
L050550,C042353,2505248,13.69,36,2020-04-28,2020-05-28,2023-04-28,Closed,40242,10607,Property,0,West
L050551,C035141,3091819,9.52,24,2024-08-23,2024-09-23,2026-08-23,Closed,31339,78148,Vehicle,0,East
L050552,C010158,1014191,10.25,12,2022-06-21,2022-07-21,2023-06-21,Closed,0,97908,Vehicle,0,West
L050553,C052110,3962837,10.04,36,2023-07-20,2023-08-20,2026-07-20,Closed,49009,34175,Vehicle,0,South
L050554,C061297,688549,11.63,24,2024-08-17,2024-09-17,2026-08-17,Active,0,5385,Vehicle,0,Northeast
L050555,C019231,3599966,9.48,12,2024-02-25,2024-03-25,2025-02-25,Overdue,11479,8085,Property,0,South
L050556,C038426,3564625,9.3,48,2021-02-23,2021-03-23,2025-02-23,Closed,19078,73437,Property,0,South
L050557,C012981,4109395,10.92,12,2022-12-08,2023-01-08,2023-12-08,Active,0,97075,Property,0,East
L050558,C004166,559957,14.67,48,2024-08-26,2024-09-26,2028-08-26,Overdue,18471,11600,Property,0,South
L050559,C068637,2941368,12.33,36,2021-05-19,2021-06-19,2024-05-19,Closed,37477,90465,Property,0,Northeast
L050560,C002860,1224297,11.96,60,2021-11-03,2021-12-03,2026-11-03,Overdue,0,65518,Property,0,South
L050561,C041104,4940642,13.27,24,2022-09-25,2022-10-25,2024-09-25,Closed,45671,20411,Property,0,South
L050562,C062241,628736,14.25,48,2023-12-27,2024-01-27,2027-12-27,Closed,1100,43580,Property,0,Central
L050563,C011597,2279757,8.56,60,2020-01-15,2020-02-15,2025-01-15,Active,0,33300,Vehicle,0,South
L050564,C034008,2815773,14.87,24,2021-07-16,2021-08-16,2023-07-16,Closed,45026,6900,Property,0,South
L050565,C060153,2949309,14.42,60,2020-06-19,2020-07-19,2025-06-19,Overdue,17530,76302,Property,0,Northeast
L050566,C056845,1192419,9.3,60,2021-06-11,2021-07-11,2026-06-11,Active,0,65592,Property,0,North
L050567,C021605,835101,7.96,12,2021-09-13,2021-10-13,2022-09-13,Overdue,0,40464,Property,1,North
L050568,C039304,1670692,9.6,36,2024-05-29,2024-06-29,2027-05-29,Closed,28273,27894,Property,0,North
L050569,C034934,1500980,9.73,36,2022-11-28,2022-12-28,2025-11-28,Overdue,0,65463,Vehicle,0,Central
L050570,C018942,268811,11.92,36,2024-01-22,2024-02-22,2027-01-22,Closed,0,92705,Property,0,East
L050571,C012323,4725095,7.59,48,2024-05-30,2024-06-30,2028-05-30,Overdue,0,78037,Property,0,West
L050572,C004768,1080755,10.64,48,2023-04-01,2023-05-01,2027-04-01,Active,17269,19935,Property,0,East
L050573,C059100,4850969,13.94,60,2024-08-27,2024-09-27,2029-08-27,Closed,31941,8307,Property,0,Northeast
L050574,C059923,3547192,10.41,60,2022-05-13,2022-06-13,2027-05-13,Active,0,83389,Vehicle,0,North
L050575,C040848,873039,13.33,36,2022-04-27,2022-05-27,2025-04-27,Closed,0,77359,Property,0,West
L050576,C063834,849573,10.2,36,2021-09-21,2021-10-21,2024-09-21,Overdue,43715,80246,Property,0,South
L050577,C006256,850027,14.18,48,2024-07-08,2024-08-08,2028-07-08,Closed,0,98292,Property,1,Central
L050578,C018631,3697104,14.01,48,2024-08-28,2024-09-28,2028-08-28,Overdue,2512,49267,Vehicle,0,Northeast
L050579,C006234,442520,8.29,60,2023-04-09,2023-05-09,2028-04-09,Active,0,19058,Vehicle,0,West
L050580,C022026,3369844,12.77,12,2022-05-19,2022-06-19,2023-05-19,Overdue,44541,90961,Property,0,North
L050581,C063826,173795,14.04,12,2021-08-31,2021-09-30,2022-08-31,Overdue,47777,80610,Vehicle,0,Northeast
L050582,C043240,4603288,14.51,36,2024-10-05,2024-11-05,2027-10-05,Closed,0,93920,Vehicle,0,North
L050583,C000274,832243,9.9,12,2024-01-11,2024-02-11,2025-01-11,Overdue,33819,39750,Vehicle,0,Northeast
L050584,C024917,2072972,14.47,12,2021-12-09,2022-01-09,2022-12-09,Overdue,23604,99817,Vehicle,0,West
L050585,C045617,1104710,9.59,36,2023-01-08,2023-02-08,2026-01-08,Closed,5646,25731,Property,0,West
L050586,C002974,376275,7.46,60,2021-01-02,2021-02-02,2026-01-02,Closed,0,45212,Property,0,Central
L050587,C024183,4217970,7.15,24,2021-07-23,2021-08-23,2023-07-23,Closed,0,70321,Vehicle,0,East
L050588,C040989,3498951,9.83,36,2024-05-14,2024-06-14,2027-05-14,Active,3151,38295,Property,0,Northeast
L050589,C018237,2714183,10.34,60,2023-03-13,2023-04-13,2028-03-13,Closed,0,41535,Property,0,Northeast
L050590,C043561,1367327,9.59,36,2023-10-22,2023-11-22,2026-10-22,Closed,44533,26691,Property,0,North
L050591,C048476,335810,7.83,36,2021-01-20,2021-02-20,2024-01-20,Overdue,45752,43960,Vehicle,0,North
L050592,C015852,1960528,13.46,48,2024-10-13,2024-11-13,2028-10-13,Overdue,5474,78710,Property,0,North
L050593,C000782,1070529,12.22,36,2024-08-16,2024-09-16,2027-08-16,Active,30423,62136,Vehicle,0,Northeast
L050594,C021956,1690400,13.1,12,2022-01-04,2022-02-04,2023-01-04,Closed,48850,66610,Property,0,South
L050595,C012953,698072,10.55,24,2022-09-24,2022-10-24,2024-09-24,Overdue,0,31062,Property,0,North
L050596,C034352,2630392,13.12,36,2022-09-25,2022-10-25,2025-09-25,Closed,30933,41842,Property,1,West
L050597,C021631,2691574,13.82,12,2023-04-03,2023-05-03,2024-04-03,Overdue,0,37069,Vehicle,0,South
L050598,C011396,4002603,12.01,60,2023-02-22,2023-03-22,2028-02-22,Overdue,0,42977,Property,0,South
L050599,C067558,2839638,12.28,48,2020-07-11,2020-08-11,2024-07-11,Closed,0,52686,Property,0,Northeast
L050600,C050806,4487724,9.37,48,2021-09-06,2021-10-06,2025-09-06,Closed,0,71167,Vehicle,0,North
L050601,C005167,1516986,12.42,12,2021-11-02,2021-12-02,2022-11-02,Overdue,37003,88278,Vehicle,1,West
L050602,C060092,548374,12.56,48,2020-02-02,2020-03-02,2024-02-02,Active,39344,99253,Property,0,East
L050603,C063854,929392,11.16,48,2020-11-29,2020-12-29,2024-11-29,Closed,0,92636,Property,1,South
L050604,C019935,1113908,9.68,12,2021-12-17,2022-01-17,2022-12-17,Closed,12886,8358,Property,0,East
L050605,C056110,4104242,9.31,60,2024-05-10,2024-06-10,2029-05-10,Active,1637,61752,Property,0,North
L050606,C053018,346439,11.06,60,2023-11-25,2023-12-25,2028-11-25,Closed,0,11679,Property,0,Northeast
L050607,C035690,4106282,10.65,12,2022-08-18,2022-09-18,2023-08-18,Active,25406,93451,Property,0,South
L050608,C000309,107396,12.39,48,2022-11-06,2022-12-06,2026-11-06,Active,10434,55281,Property,0,Northeast
L050609,C053023,4716966,8.85,24,2020-03-27,2020-04-27,2022-03-27,Closed,0,55204,Property,0,Central
L050610,C032024,3360158,12.72,60,2022-02-14,2022-03-14,2027-02-14,Overdue,14663,2887,Vehicle,0,Central
L050611,C042106,3801267,11.81,12,2023-12-19,2024-01-19,2024-12-19,Overdue,0,30035,Property,0,Northeast
L050612,C066586,4965526,11.76,24,2020-04-07,2020-05-07,2022-04-07,Closed,21468,32915,Property,1,Northeast
L050613,C011125,3581781,7.07,60,2021-12-04,2022-01-04,2026-12-04,Active,38343,70122,Property,0,Central
L050614,C066517,1220865,11.4,24,2021-11-28,2021-12-28,2023-11-28,Active,0,89616,Property,0,South
L050615,C023576,627482,11.02,60,2023-03-01,2023-04-01,2028-03-01,Closed,0,19069,Vehicle,0,North
L050616,C065461,4462100,12.24,48,2024-01-10,2024-02-10,2028-01-10,Overdue,41945,30809,Vehicle,0,East
L050617,C039428,2955564,14.39,12,2022-08-25,2022-09-25,2023-08-25,Closed,0,57640,Property,0,West
L050618,C009644,2821853,11.64,60,2024-08-03,2024-09-03,2029-08-03,Overdue,0,56638,Property,0,Northeast
L050619,C053523,4982982,12.01,24,2020-03-23,2020-04-23,2022-03-23,Active,0,72968,Property,1,West
L050620,C012363,3348892,8.15,24,2021-11-11,2021-12-11,2023-11-11,Closed,0,77521,Vehicle,0,North
L050621,C060978,1410846,13.67,24,2024-12-15,2025-01-15,2026-12-15,Overdue,0,10452,Property,0,Central
L050622,C068537,2794671,8.71,36,2022-07-20,2022-08-20,2025-07-20,Overdue,37759,31308,Property,0,West
L050623,C002763,3736452,10.14,36,2022-03-13,2022-04-13,2025-03-13,Overdue,40383,37729,Property,0,East
L050624,C050756,3398092,10.65,24,2022-10-03,2022-11-03,2024-10-03,Closed,16583,75885,Property,0,North
L050625,C029122,2126650,9.47,60,2024-04-23,2024-05-23,2029-04-23,Closed,0,27698,Property,0,East
L050626,C042980,4104075,14.35,48,2022-01-23,2022-02-23,2026-01-23,Active,0,80531,Property,0,Northeast
L050627,C060860,2337627,12.27,36,2021-12-27,2022-01-27,2024-12-27,Overdue,0,94432,Vehicle,0,Northeast
L050628,C048273,1425559,10.58,24,2020-08-22,2020-09-22,2022-08-22,Closed,0,78296,Property,0,East
L050629,C024696,2661894,11.93,24,2024-12-25,2025-01-25,2026-12-25,Overdue,37608,18511,Property,0,South
L050630,C059527,1921717,9.97,36,2021-01-14,2021-02-14,2024-01-14,Overdue,0,33552,Property,0,South
L050631,C055937,4911453,8.87,48,2020-07-06,2020-08-06,2024-07-06,Overdue,0,59082,Property,0,Northeast
L050632,C014742,2665526,13.89,60,2023-11-24,2023-12-24,2028-11-24,Closed,13720,44241,Vehicle,0,West
L050633,C006616,4314520,7.01,24,2022-09-06,2022-10-06,2024-09-06,Overdue,19812,78756,Vehicle,1,South
L050634,C046603,1440633,7.12,36,2024-05-07,2024-06-07,2027-05-07,Overdue,34080,33827,Property,0,Central
L050635,C038146,4623576,9.43,12,2023-07-22,2023-08-22,2024-07-22,Closed,0,57988,Vehicle,1,Northeast
L050636,C037510,411357,8.78,12,2022-05-24,2022-06-24,2023-05-24,Closed,17343,11891,Property,0,Central
L050637,C017888,4081875,14.96,24,2020-06-09,2020-07-09,2022-06-09,Overdue,0,55260,Property,0,South
L050638,C066572,878449,11.6,60,2024-02-01,2024-03-01,2029-02-01,Overdue,5782,47938,Vehicle,0,North
L050639,C005995,4250155,9.8,48,2022-10-08,2022-11-08,2026-10-08,Active,49469,46531,Property,0,Central
L050640,C042840,1297870,10.84,48,2021-11-22,2021-12-22,2025-11-22,Closed,0,84911,Property,0,Northeast
L050641,C016069,2774259,10.85,60,2022-05-14,2022-06-14,2027-05-14,Active,0,30985,Property,0,East
L050642,C019695,3175675,7.91,36,2021-08-21,2021-09-21,2024-08-21,Active,0,87752,Property,0,West
L050643,C014732,3789192,10.55,60,2024-12-02,2025-01-02,2029-12-02,Closed,34197,19897,Property,0,Northeast
L050644,C019605,68146,13.73,36,2023-04-20,2023-05-20,2026-04-20,Active,0,64682,Property,0,East
L050645,C003451,2856938,7.07,24,2023-03-11,2023-04-11,2025-03-11,Overdue,29496,60836,Property,0,North
L050646,C041483,3108673,9.45,48,2022-06-10,2022-07-10,2026-06-10,Closed,48598,6654,Vehicle,0,East
L050647,C047691,1769627,13.91,36,2023-04-25,2023-05-25,2026-04-25,Active,1933,27181,Vehicle,0,South
L050648,C034474,4201814,11.38,60,2021-03-30,2021-04-30,2026-03-30,Overdue,47422,26857,Vehicle,0,Central
L050649,C051889,3833690,9.92,12,2021-12-29,2022-01-29,2022-12-29,Overdue,0,3335,Vehicle,1,Northeast
L050650,C030810,1972710,7.52,36,2020-10-06,2020-11-06,2023-10-06,Closed,29639,2319,Property,0,Central
L050651,C025486,317994,13.65,12,2024-08-22,2024-09-22,2025-08-22,Active,38680,36981,Property,0,West
L050652,C003296,4273397,12.36,60,2021-02-23,2021-03-23,2026-02-23,Active,0,64293,Vehicle,0,North
L050653,C017614,965424,10.89,24,2024-01-18,2024-02-18,2026-01-18,Closed,21233,30508,Property,0,East
L050654,C030667,1341735,7.07,60,2020-11-05,2020-12-05,2025-11-05,Active,30671,83121,Property,0,East
L050655,C061904,2711077,12.74,36,2020-11-27,2020-12-27,2023-11-27,Closed,0,66941,Property,0,South
L050656,C062430,1223880,8.99,24,2021-09-30,2021-10-30,2023-09-30,Closed,0,33724,Property,1,North
L050657,C043744,2376818,12.51,12,2020-01-14,2020-02-14,2021-01-14,Active,2329,75081,Property,0,West
L050658,C056997,3420633,7.93,12,2020-10-06,2020-11-06,2021-10-06,Active,0,78581,Property,1,East
L050659,C068001,1872823,10.64,12,2020-01-17,2020-02-17,2021-01-17,Active,0,49711,Property,0,Central
L050660,C058996,646788,10.29,12,2024-08-01,2024-09-01,2025-08-01,Active,17782,22111,Property,0,West
L050661,C029952,2698124,12.52,12,2023-09-28,2023-10-28,2024-09-28,Closed,42159,62047,Vehicle,0,Northeast
L050662,C050928,4612636,13.45,12,2023-05-01,2023-06-01,2024-05-01,Active,17934,22154,Property,0,Central
L050663,C013830,1848431,14.98,24,2023-12-26,2024-01-26,2025-12-26,Closed,0,37274,Property,0,East
L050664,C063268,3160711,11.06,36,2023-02-26,2023-03-26,2026-02-26,Active,0,38804,Vehicle,0,Northeast
L050665,C027968,4651232,9.65,12,2020-06-22,2020-07-22,2021-06-22,Overdue,7319,98868,Property,0,East
L050666,C034265,911841,9.88,24,2021-01-01,2021-02-01,2023-01-01,Active,38581,56938,Vehicle,0,East
L050667,C065955,4828263,14.73,12,2024-11-22,2024-12-22,2025-11-22,Active,38942,83631,Vehicle,1,Northeast
L050668,C019353,3043149,8.05,48,2023-02-15,2023-03-15,2027-02-15,Overdue,0,68367,Property,0,East
L050669,C068328,1454048,11.81,60,2020-05-12,2020-06-12,2025-05-12,Closed,28509,88252,Property,0,South
L050670,C000984,2885777,11.66,12,2022-10-26,2022-11-26,2023-10-26,Active,0,11760,Vehicle,0,South
L050671,C031352,3933909,9.88,24,2020-05-24,2020-06-24,2022-05-24,Overdue,1947,9274,Property,0,Northeast
L050672,C034712,1665358,11.45,12,2021-08-28,2021-09-28,2022-08-28,Active,40749,17499,Property,0,West
L050673,C041237,3296961,11.44,12,2020-11-24,2020-12-24,2021-11-24,Active,0,91074,Property,0,East
L050674,C027510,363432,11.51,48,2022-11-24,2022-12-24,2026-11-24,Closed,0,30625,Property,0,Northeast
L050675,C048706,896046,9.31,12,2022-12-05,2023-01-05,2023-12-05,Closed,26486,89703,Property,0,South
L050676,C055297,2458574,14.6,12,2023-01-21,2023-02-21,2024-01-21,Overdue,0,76192,Property,0,South
L050677,C059728,4239839,8.96,60,2024-06-24,2024-07-24,2029-06-24,Overdue,35662,27050,Property,1,North
L050678,C040934,1831752,11.5,36,2023-04-03,2023-05-03,2026-04-03,Active,0,57654,Property,0,East
L050679,C032408,4264625,9.44,12,2020-09-29,2020-10-29,2021-09-29,Overdue,32881,56794,Property,1,Northeast
L050680,C011527,3354575,13.4,36,2024-08-10,2024-09-10,2027-08-10,Closed,20240,27464,Property,0,North
L050681,C001363,2812171,7.32,12,2024-03-30,2024-04-30,2025-03-30,Active,36109,93478,Property,0,Northeast
L050682,C033552,3193744,9.29,36,2023-03-14,2023-04-14,2026-03-14,Active,28861,21520,Vehicle,0,East
L050683,C017517,696835,11.06,24,2023-04-02,2023-05-02,2025-04-02,Closed,0,65536,Property,0,North
L050684,C000494,3006808,14.24,12,2024-04-07,2024-05-07,2025-04-07,Overdue,32217,68931,Vehicle,0,Northeast
L050685,C040267,4756997,12.45,36,2024-03-28,2024-04-28,2027-03-28,Overdue,6940,43451,Property,0,Central
L050686,C050335,3013069,14.62,24,2022-01-19,2022-02-19,2024-01-19,Active,48690,71466,Property,0,Northeast
L050687,C069645,869389,12.41,24,2022-08-25,2022-09-25,2024-08-25,Active,13926,87467,Property,0,Northeast
L050688,C056061,4685272,8.05,36,2022-08-10,2022-09-10,2025-08-10,Closed,14271,13644,Vehicle,0,South
L050689,C009997,4780154,11.78,48,2020-04-05,2020-05-05,2024-04-05,Closed,13663,94172,Property,0,West
L050690,C060495,200904,14.07,60,2020-03-21,2020-04-21,2025-03-21,Closed,30891,69806,Vehicle,0,North
